kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag
9663113,K00179.02,Kepler-458 b,CONFIRMED,572.376632,0.712,24.42,1743.4,5.8,264.0,1.15,78.6,2,4.0,6226.0,4.264,0.0,1.299,1.129,297.04541,46.328701,13.955
8111381,K01550.01,,FALSE POSITIVE,2.233799622,1.249,3.04,2658.5,28.63,1287.0,650.73,228.9,1,597.0,5741.0,4.555,-0.16,0.846,0.938,296.36569,43.905571,15.195
5444549,K01551.01,,FALSE POSITIVE,31.13862664,0.889,5.2482,11427.0,12.88,582.0,27.22,163.7,1,36.0,5919.0,4.485,0.21,1.0,1.114,290.56668,40.678162,15.821
10004738,K01598.03,Kepler-310 b,CONFIRMED,13.93068791,0.912,2.312,186.5,1.4,665.0,46.19,14.9,3,93.0,5497.0,4.57,0.07,0.839,0.952,288.83936,46.98674,14.279
5474613,K01599.01,Kepler-1659 c,CONFIRMED,20.4074846,0.986,8.839,363.4,2.9,660.0,44.8,24.5,2,69.0,5823.0,4.472,0.06,0.972,1.02,298.37384,40.61842,14.802
4860932,K01600.01,,FALSE POSITIVE,12.36564669,1.22,3.644,388.4,24.89,804.0,98.51,22.8,1,105.0,6075.0,4.495,-0.16,0.952,1.033,297.84399,39.989811,14.59
5438757,K01601.01,Kepler-903 b,CONFIRMED,10.35078415,0.79,6.253,273.1,1.97,842.0,119.01,36.5,2,131.0,5534.0,4.338,0.14,1.08,0.926,288.77103,40.664181,14.659
5438757,K01601.02,Kepler-903 c,CONFIRMED,62.9224936,0.928,11.64,417.8,2.75,462.0,10.73,28.7,2,19.0,5534.0,4.338,0.14,1.08,0.926,288.77103,40.664181,14.659
7750419,K01708.01,,CANDIDATE,32.7737631,0.971,3.416,564.5,5.0,686.0,52.22,21.7,1,43.0,5640.0,4.076,0.12,1.534,1.023,290.88232,43.47176,14.758
5972334,K00191.04,Kepler-487 c,CONFIRMED,38.6520796,0.038,5.607,566.5,2.07,487.0,13.28,24.8,4,24.0,5422.0,4.484,0.02,0.887,0.874,295.28723,41.221958,14.991
7815744,K01710.01,Kepler-933 b,CONFIRMED,14.20442616,0.011,3.898,800.6,1.9,602.0,31.1,26.7,1,49.0,5350.0,4.647,-0.56,0.678,0.758,289.56866,43.538609,15.469
7955580,K01711.01,Kepler-934 b,CONFIRMED,55.673582,0.274,3.778,765.1,2.19,384.0,5.16,22.7,1,22.0,4998.0,4.53,0.14,0.808,0.806,290.28845,43.755322,15.061
8230616,K01713.01,Kepler-316 c,CONFIRMED,6.82778157,0.336,2.3726,545.8,1.34,577.0,26.31,32.2,2,188.0,4198.0,4.689,-0.32,0.574,0.587,290.82602,44.184109,15.224
9692345,K01485.01,,FALSE POSITIVE,0.687895191,0.018,2.4233,462.5,1.35,1391.0,888.72,60.9,1,1954.0,4478.0,4.615,-0.22,0.651,0.637,282.17941,46.457169,15.657
7898352,K01486.01,Kepler-302 c,CONFIRMED,127.2824442,0.827,7.1545,8088.6,12.04,392.0,5.61,148.1,2,11.0,5733.0,4.281,0.06,1.183,0.974,294.31699,43.629341,15.505
11402995,K00173.01,Kepler-481 b,CONFIRMED,10.06083238,0.672,4.5718,460.2,2.58,899.0,154.16,86.4,1,130.0,5705.0,4.297,0.0,1.14,0.939,291.90704,49.262051,13.844
7898352,K01486.02,Kepler-302 b,CONFIRMED,30.1837021,0.011,5.879,974.9,3.65,634.0,38.2,37.9,2,41.0,5733.0,4.281,0.06,1.183,0.974,294.31699,43.629341,15.505
12062667,K01487.01,,FALSE POSITIVE,2.92928244,1.14,6.794,268.6,38.42,2112.0,4706.45,39.2,1,459.0,6634.0,3.831,-0.5,2.251,1.253,292.07269,50.54829,12.674
7984047,K01552.01,,CANDIDATE,77.63424586,0.113,4.1002,16612.0,9.4,325.0,2.65,185.5,1,14.0,4812.0,4.548,0.02,0.755,0.734,298.92593,43.75037,15.915
7951018,K01553.01,Kepler-890 b,CONFIRMED,52.75878505,0.344,6.6517,5805.8,8.76,540.0,20.08,265.4,1,26.0,6228.0,4.413,0.21,1.137,1.221,288.43576,43.763489,15.182
9899355,K01554.01,,FALSE POSITIVE,1.332564478,1.248,6.0325,1071.5,27.04,1618.0,1627.5,119.6,1,849.0,5995.0,4.536,-0.3,0.878,0.964,295.21103,46.757229,15.866
12644774,K01555.01,,FALSE POSITIVE,41.0772969,0.03,5.525,1216.8,3.25,523.0,17.74,28.8,1,28.0,5665.0,4.381,-0.44,0.938,0.773,289.07703,51.761822,14.907
9902856,K01556.01,,FALSE POSITIVE,135.9121619,1.256,5.628,10188.0,40.18,370.0,4.41,99.5,1,8.0,6141.0,4.468,-0.3,0.959,0.982,296.4176,46.732021,15.535
7747425,K01952.04,Kepler-341 e,CONFIRMED,42.4729078,0.361,7.253,334.0,2.03,539.0,19.93,22.8,4,30.0,5616.0,4.327,0.14,1.111,0.957,289.86157,43.472771,14.601
9892816,K01955.01,Kepler-342 b,CONFIRMED,15.17026921,0.917,4.3311,224.8,2.47,905.0,158.23,45.4,4,90.0,6297.0,4.26,0.14,1.369,1.247,292.67807,46.726711,13.147
9892816,K01955.02,Kepler-342 d,CONFIRMED,39.4576228,0.967,9.557,244.8,2.8,658.0,44.26,41.6,4,33.0,6297.0,4.26,0.14,1.369,1.247,292.67807,46.726711,13.147
9836149,K01958.01,Kepler-66 b,CONFIRMED,17.8159689,0.911,3.6765,776.8,3.12,699.0,56.48,22.5,1,75.0,5964.0,4.484,-0.22,0.933,0.968,293.98157,46.687752,15.2
4813563,K01959.01,Kepler-1026 b,CONFIRMED,36.5157639,0.787,3.6577,861.3,2.55,425.0,7.71,34.7,1,31.0,4847.0,4.54,0.14,0.781,0.772,283.60526,39.997978,14.254
2985767,K02032.01,Kepler-1063 b,CONFIRMED,14.07969236,0.544,1.375,169.5,2.08,931.0,177.81,26.2,1,94.0,5821.0,4.097,0.14,1.547,1.092,290.52676,38.142979,12.261
2304320,K02033.01,Kepler-1064 b,CONFIRMED,16.54081386,0.688,2.5996,370.0,1.57,570.0,24.87,32.8,1,80.0,5064.0,4.572,0.0,0.769,0.806,291.74164,37.688938,13.755
3657758,K02034.01,Kepler-1065 b,CONFIRMED,3.609313059,0.408,1.7752,1375.1,3.26,1092.0,336.16,35.0,2,242.0,5668.0,4.545,-0.02,0.868,0.963,294.51126,38.790501,15.54
9790806,K02035.01,Kepler-1066 b,CONFIRMED,1.93155546,0.861,1.614,504.9,2.25,1290.0,655.43,8.6,1,552.0,5461.0,4.552,0.14,0.858,0.957,298.86658,46.502239,13.007
6382217,K02036.01,Kepler-353 c,CONFIRMED,8.41100305,0.905,2.4553,755.6,1.8,472.0,11.71,27.6,2,162.0,3757.0,4.718,0.18,0.539,0.552,296.85663,41.758179,15.773
5375194,K01825.01,Kepler-964 b,CONFIRMED,13.52252364,0.216,3.987,690.6,2.11,652.0,42.82,22.4,1,77.0,5338.0,4.557,0.0,0.816,0.875,295.30008,40.556591,13.895
6468138,K01826.01,Kepler-965 b,CONFIRMED,134.2520474,0.001,9.0636,832.1,3.43,393.0,5.63,57.2,1,9.0,5818.0,4.276,0.02,1.2,0.991,298.51532,41.891201,13.35
10019708,K00199.01,Kepler-490 b,CONFIRMED,3.268695042,0.065,3.45188,10091.4,16.91,1597.0,1539.0,1429.9,2,413.0,5927.0,4.046,0.14,1.691,1.161,295.02567,46.956001,14.879
11875734,K01828.01,Kepler-966 b,CONFIRMED,99.7468804,0.828,6.804,1287.0,3.94,391.0,5.55,45.6,1,11.0,5620.0,4.363,-0.32,0.974,0.797,297.27057,50.121811,14.422
7697568,K01829.01,,FALSE POSITIVE,22.84156293,1.267,2.5997,2940.7,30.0,557.0,22.78,47.6,2,57.0,5381.0,4.538,-0.06,0.826,0.858,296.52243,43.363369,15.911
7046804,K00205.01,Kepler-492 b,CONFIRMED,11.720123999,0.623,3.0039,9763.3,7.94,660.0,44.89,707.3,1,111.0,5215.0,4.564,-0.16,0.77,0.792,295.49667,42.537891,14.518
7449136,K01890.01,Kepler-1002 b,CONFIRMED,4.33643506,0.641,4.1445,108.5,1.75,1453.0,1054.56,48.0,1,312.0,6180.0,4.133,0.12,1.603,1.275,293.0795,43.073711,11.704
8680979,K01891.01,Kepler-330 c,CONFIRMED,15.95541913,0.314,3.9851,762.6,2.18,573.0,25.54,39.0,2,82.0,4891.0,4.516,0.16,0.805,0.776,288.44739,44.801682,15.261
8680979,K01891.02,Kepler-330 b,CONFIRMED,8.25980352,0.161,2.928,298.4,1.35,714.0,61.43,18.3,2,154.0,4891.0,4.516,0.16,0.805,0.776,288.44739,44.801682,15.261
9030537,K01892.01,Kepler-1674 b,CONFIRMED,62.5613879,0.842,5.907,1372.6,3.54,417.0,7.13,35.0,1,21.0,5662.0,4.56,-0.12,0.84,0.937,294.8161,45.306122,15.5
6949061,K01960.01,Kepler-343 b,CONFIRMED,8.96847034,0.558,4.4073,234.3,2.17,1024.0,259.95,38.2,2,145.0,5808.0,4.185,0.14,1.374,1.054,291.96069,42.43301,14.128
7269493,K01961.01,Kepler-1027 b,CONFIRMED,1.907810683,0.41,1.8707,120.5,0.91,1268.0,609.28,40.9,2,703.0,5435.0,4.578,0.07,0.824,0.937,287.57117,42.813919,12.852
5513648,K01962.01,,CANDIDATE,32.85862571,0.955,3.1483,162.8,2.31,691.0,53.85,36.4,1,31.0,5899.0,4.135,-0.12,1.414,0.995,284.23398,40.79454,10.77
9164836,K00213.01,,FALSE POSITIVE,48.118812545,1.079,5.27958,69850.7,45.18,490.0,13.6,2145.1,1,30.0,6003.0,4.536,-0.34,0.872,0.952,295.71225,45.589771,14.474
7887791,K01964.01,,CANDIDATE,2.229326354,0.249,1.9946,49.1,0.6,1273.0,621.53,24.6,1,603.0,5587.0,4.525,-0.06,0.865,0.914,290.7037,43.607208,10.687
11657891,K01965.01,Kepler-1028 b,CONFIRMED,2.514628496,0.247,1.6239,228.4,1.27,1217.0,517.89,33.3,1,526.0,5662.0,4.56,-0.12,0.84,0.937,289.59308,49.781158,14.325
6305192,K00219.01,Kepler-494 b,CONFIRMED,8.025118521,0.454,5.3694,3120.4,7.79,1093.0,336.73,373.0,1,169.0,6002.0,4.196,0.0,1.369,1.073,297.21408,41.66404,14.153
6382217,K02036.02,Kepler-353 b,CONFIRMED,5.79529495,0.714,2.272,334.3,1.05,534.0,19.23,14.8,2,219.0,3757.0,4.718,0.18,0.539,0.552,296.85663,41.758179,15.773
9634821,K02037.01,Kepler-1995 b,CONFIRMED,73.7578875,0.714,2.69,1836.9,4.28,375.0,4.66,20.2,3,15.0,5029.0,4.429,0.48,0.93,0.847,284.34274,46.316551,15.213
9634821,K02037.03,,CANDIDATE,8.56267266,0.335,1.53,608.1,2.26,768.0,82.22,15.2,3,132.0,5029.0,4.429,0.48,0.93,0.847,284.34274,46.316551,15.213
8950568,K02038.01,Kepler-85 b,CONFIRMED,8.30537702,0.489,3.751,365.6,1.69,809.0,101.43,28.5,4,158.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
3326377,K01830.01,Kepler-967 b,CONFIRMED,13.22714056,0.013,3.2861,812.0,2.22,638.0,39.1,51.8,2,100.0,5180.0,4.548,0.0,0.8,0.825,286.55807,38.405369,14.443
11601584,K01831.01,Kepler-324 c,CONFIRMED,51.8098276,0.273,6.343,1025.4,2.6,410.0,6.71,56.8,4,17.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
11601584,K01831.02,Kepler-324 b,CONFIRMED,4.38536428,0.335,2.5126,198.5,1.15,935.0,180.22,25.9,4,240.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
11601584,K01831.03,Kepler-324 d,CONFIRMED,34.205785079,0.319,5.1691,183.2,1.1,471.0,11.67,11.6,4,27.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
11601584,K01831.04,Kepler-324 e,CONFIRMED,13.97945055,0.924,1.2325,356.1,1.97,635.0,38.44,17.1,4,71.0,5191.0,4.53,0.08,0.826,0.844,286.47147,49.649021,14.122
8689793,K01893.01,Kepler-1003 b,CONFIRMED,3.554856338,0.331,2.1004,232.9,1.29,1157.0,425.04,40.8,1,377.0,6068.0,4.565,-0.5,0.831,0.931,292.02045,44.876221,14.053
11673802,K01894.01,Kepler-1004 b,CONFIRMED,5.28790754,0.474,8.5274,343.9,7.1,1661.0,1802.31,90.6,1,255.0,4994.0,3.433,0.08,3.818,1.441,297.35928,49.79755,13.427
4263293,K01895.01,Kepler-331 b,CONFIRMED,8.45746636,0.209,2.2906,1320.3,1.87,540.0,20.08,21.8,3,164.0,4347.0,4.73,-0.84,0.524,0.537,291.83432,39.307362,15.862
4263293,K01895.02,Kepler-331 c,CONFIRMED,17.28116957,0.206,2.829,1562.8,2.04,425.0,7.75,20.3,3,81.0,4347.0,4.73,-0.84,0.524,0.537,291.83432,39.307362,15.862
4263293,K01895.03,Kepler-331 d,CONFIRMED,32.1340014,0.256,2.691,1262.0,1.84,346.0,3.39,11.8,3,40.0,4347.0,4.73,-0.84,0.524,0.537,291.83432,39.307362,15.862
5695524,K01897.01,Kepler-1774 b,CONFIRMED,59.7711433,0.899,4.843,574.5,3.17,522.0,17.53,38.5,1,23.0,6214.0,4.382,-0.02,1.122,1.101,288.57443,40.988659,13.952
6205897,K01967.01,Kepler-1029 b,CONFIRMED,4.417692516,0.971,2.323,279.2,1.57,790.0,92.16,35.1,1,302.0,4766.0,4.645,-0.24,0.664,0.723,292.13297,41.547539,14.31
7948784,K01968.01,Kepler-1778 b,CONFIRMED,10.08744556,0.921,2.9884,568.1,3.15,942.0,186.14,39.9,1,130.0,6310.0,4.417,-0.06,1.095,1.143,287.36127,43.738781,15.079
9244756,K01969.01,Kepler-1779 b,CONFIRMED,16.34355902,0.716,5.474,829.4,3.26,730.0,67.34,34.0,1,84.0,5730.0,4.394,0.16,1.056,1.008,300.41751,45.605518,15.017
9650808,K01970.01,Kepler-344 b,CONFIRMED,21.96401646,0.483,2.7509,693.4,2.57,643.0,40.41,26.9,2,63.0,5774.0,4.447,-0.1,0.958,0.937,292.49963,46.324409,15.378
9650808,K01970.02,Kepler-344 c,CONFIRMED,125.602323,0.065,7.105,925.7,2.89,360.0,3.95,23.3,2,10.0,5774.0,4.447,-0.1,0.958,0.937,292.49963,46.324409,15.378
8950568,K02038.02,Kepler-85 c,CONFIRMED,12.51353325,0.596,4.301,430.8,1.88,706.0,58.69,30.0,4,103.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
8950568,K02038.03,Kepler-85 d,CONFIRMED,17.9134215,0.832,4.364,197.8,1.39,626.0,36.38,11.4,4,65.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
8950568,K02038.04,Kepler-85 e,CONFIRMED,25.2149143,0.599,5.76,174.1,1.19,559.0,23.05,9.9,4,53.0,5435.0,4.495,-0.02,0.873,0.87,290.97342,45.290321,14.779
8804845,K02039.01,Kepler-1067 c,CONFIRMED,5.42586901,0.1,2.5342,259.0,1.48,973.0,211.66,26.1,2,250.0,5594.0,4.489,0.16,0.934,0.981,285.38742,45.049049,14.305
10480915,K02040.01,Kepler-1785 b,CONFIRMED,19.58561177,0.964,1.755,532.9,3.09,666.0,46.51,27.1,1,57.0,5618.0,4.401,0.0,0.996,0.911,295.79218,47.600101,14.18
11709244,K01832.01,Kepler-325 b,CONFIRMED,4.544436472,0.731,1.8141,879.3,3.0,1017.0,253.48,42.5,3,299.0,5445.0,4.458,0.16,0.937,0.919,289.83542,49.82563,15.009
11709244,K01832.02,Kepler-325 c,CONFIRMED,12.76220558,0.955,2.0688,653.8,3.18,721.0,63.86,17.4,3,95.0,5445.0,4.458,0.16,0.937,0.919,289.83542,49.82563,15.009
11709244,K01832.03,Kepler-325 d,CONFIRMED,38.7149617,0.691,3.441,694.8,2.62,498.0,14.55,16.2,3,34.0,5445.0,4.458,0.16,0.937,0.919,289.83542,49.82563,15.009
10019708,K00199.02,,FALSE POSITIVE,8.78458274,0.681,6.459,210.8,2.6,1149.0,411.55,25.9,2,150.0,5927.0,4.046,0.14,1.691,1.161,295.02567,46.956001,14.879
11853878,K01833.01,Kepler-968 b,CONFIRMED,3.69298623,0.775,1.7744,763.3,1.74,745.0,72.66,33.9,3,287.0,4402.0,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265
5728139,K00206.01,Kepler-433 b,CONFIRMED,5.334082429,0.045,6.2226,4676.5,13.08,1495.0,1180.64,653.4,1,253.0,6332.0,4.016,0.04,1.905,1.373,297.59366,40.977268,14.463
7668663,K01898.01,Kepler-1005 b,CONFIRMED,6.4980147,0.92,2.4384,190.9,1.87,1026.0,262.18,41.2,1,200.0,5727.0,4.328,0.0,1.104,0.946,286.28601,43.320461,13.25
7047922,K01899.01,Kepler-1006 b,CONFIRMED,19.76169247,0.924,3.9097,392.5,2.81,791.0,92.38,35.3,2,68.0,6327.0,4.327,-0.14,1.175,1.064,295.75412,42.537479,14.563
9353314,K01900.01,Kepler-1007 b,CONFIRMED,5.18498961,0.021,2.1397,430.1,1.15,652.0,42.62,36.4,1,261.0,4325.0,4.68,-0.64,0.56,0.547,295.90656,45.80912,14.744
3629967,K01901.01,Kepler-1775 b,CONFIRMED,85.6542476,0.012,6.866,476.0,3.56,522.0,17.51,36.6,1,16.0,5818.0,4.065,0.24,1.647,1.149,286.40231,38.738541,13.34
9347009,K01971.01,Kepler-1030 b,CONFIRMED,19.32945602,0.009,3.794,935.5,2.26,529.0,18.57,26.8,1,67.0,5026.0,4.604,0.21,0.763,0.875,293.68192,45.817558,15.719
11253711,K01972.01,,CANDIDATE,17.79108667,0.654,2.662,414.2,2.88,830.0,112.09,39.8,2,75.0,5855.0,4.148,-0.26,1.34,0.92,296.08975,48.955372,13.8
4917596,K01973.01,Kepler-1032 b,CONFIRMED,3.290114076,0.203,1.5151,645.3,1.49,802.0,97.96,30.3,1,408.0,4484.0,4.654,-0.56,0.594,0.58,289.93085,40.097752,15.753
4743513,K00024.01,,FALSE POSITIVE,2.086075752,0.914,2.2647,3657.8,10.3,1845.0,2747.42,102.2,1,641.0,6131.0,4.071,-0.74,1.417,0.862,290.8154,39.819469,12.963
11046458,K00214.01,Kepler-424 b,CONFIRMED,3.311864148,0.905,1.4049,5976.5,9.06,1116.0,365.94,448.2,1,319.0,5461.0,4.499,0.44,0.937,1.012,298.62488,48.57745,14.256
9111849,K02042.01,,CANDIDATE,63.0732241,0.746,5.397,671.3,17.8,1077.0,317.78,30.0,1,23.0,6234.0,3.209,0.56,6.354,2.382,298.75018,45.4664,13.089
7132798,K00220.01,Kepler-119 b,CONFIRMED,2.422084188,0.058,2.5613,1871.8,3.55,1213.0,511.66,423.7,2,551.0,5598.0,4.565,-0.1,0.83,0.928,295.94641,42.65892,14.236
3448130,K02043.01,Kepler-1786 b,CONFIRMED,78.5461106,0.044,8.689,658.7,3.55,501.0,14.85,35.6,1,18.0,5808.0,4.172,0.14,1.397,1.058,292.5878,38.52203,14.087
9656252,K02044.01,Kepler-1068 b,CONFIRMED,16.92342126,0.515,4.1864,1125.3,3.4,702.0,57.37,40.8,1,70.0,5786.0,4.465,0.16,0.99,1.044,294.64816,46.392361,15.818
6026438,K02045.01,Kepler-354 b,CONFIRMED,5.47665801,0.788,2.5482,648.0,2.01,741.0,71.0,32.1,3,188.0,4650.0,4.589,-0.04,0.706,0.704,285.75146,41.33564,15.549
9471268,K01835.01,Kepler-326 c,CONFIRMED,4.580346161,0.384,2.097,308.3,1.38,889.0,147.56,49.8,3,268.0,5103.0,4.558,0.04,0.789,0.82,294.32553,46.002251,13.693
9471268,K01835.02,Kepler-326 b,CONFIRMED,2.248288213,0.004,2.0361,263.2,1.25,1127.0,380.75,59.7,3,596.0,5103.0,4.558,0.04,0.789,0.82,294.32553,46.002251,13.693
9471268,K01835.03,Kepler-326 d,CONFIRMED,6.76690759,0.648,1.7062,249.3,1.31,781.0,87.79,29.7,3,169.0,5103.0,4.558,0.04,0.789,0.82,294.32553,46.002251,13.693
10657406,K01837.01,Kepler-969 b,CONFIRMED,34.1732156,0.815,4.7679,635.0,2.37,465.0,11.09,38.9,2,42.0,5201.0,4.573,0.36,0.834,0.948,288.3725,47.933559,13.733
5526527,K01838.01,Kepler-970 b,CONFIRMED,16.7364755,0.9,2.151,1147.0,2.73,464.0,10.99,9.9,1,80.0,4334.0,4.618,-0.06,0.653,0.646,289.62524,40.708729,14.786
5809954,K01902.01,,FALSE POSITIVE,137.8645881,1.265,1.922,2363.0,15.9,170.0,0.2,28.2,1,9.0,3645.0,4.797,-0.08,0.449,0.46,296.87683,41.080582,14.645
8766650,K01904.01,Kepler-1008 b,CONFIRMED,12.43929428,0.663,3.176,254.3,1.3,627.0,36.57,24.9,1,104.0,4987.0,4.531,-0.08,0.773,0.742,296.54752,44.941929,13.395
10328393,K01905.01,Kepler-332 b,CONFIRMED,7.62635494,0.237,2.4168,296.1,1.21,703.0,57.89,32.5,3,176.0,4955.0,4.61,-0.1,0.721,0.774,286.66296,47.4137,14.017
11773328,K01906.01,,CANDIDATE,8.710442022,0.935,0.9425,1196.4,3.61,760.0,78.75,42.6,1,156.0,5416.0,4.575,-0.04,0.809,0.9,296.62347,49.979172,14.816
7094486,K01907.01,Kepler-1009 b,CONFIRMED,11.35010642,0.035,2.2792,1221.0,1.75,403.0,6.25,38.3,1,116.0,3597.0,4.734,0.4,0.514,0.522,282.85992,42.66576,15.278
7289577,K01974.01,Kepler-1780 b,CONFIRMED,109.4450597,0.149,3.792,1269.6,3.04,340.0,3.14,30.1,1,11.0,5403.0,4.5,0.0,0.868,0.868,294.08392,42.809589,14.937
8543100,K01975.01,Kepler-1033 b,CONFIRMED,7.56052209,0.022,3.8573,659.8,2.4,914.0,164.9,34.6,1,170.0,5895.0,4.503,-0.02,0.94,1.026,283.84515,44.609089,15.986
2693736,K01976.01,Kepler-1034 b,CONFIRMED,12.12401737,0.029,3.3091,788.4,2.37,675.0,48.98,40.1,1,114.0,5094.0,4.469,0.16,0.87,0.813,286.11536,37.966999,15.09
9412760,K01977.01,Kepler-345 c,CONFIRMED,9.38740646,0.946,1.6165,384.6,1.69,575.0,25.83,22.3,2,138.0,4500.0,4.656,-0.02,0.646,0.71,295.22879,45.97102,14.028
9412760,K01977.02,Kepler-345 b,CONFIRMED,7.41556471,0.434,1.973,150.4,0.79,622.0,35.37,11.8,2,175.0,4500.0,4.656,-0.02,0.646,0.71,295.22879,45.97102,14.028
6026438,K02045.02,Kepler-354 d,CONFIRMED,24.2101973,0.45,4.046,458.0,1.5,451.0,9.8,14.1,3,41.0,4650.0,4.589,-0.04,0.706,0.704,285.75146,41.33564,15.549
10663396,K02046.01,Kepler-1069 b,CONFIRMED,23.8990075,0.153,15.955,293.4,3.26,823.0,108.3,61.5,1,30.0,5511.0,3.914,0.1,1.93,1.115,290.97934,47.988998,13.153
11457726,K02047.01,Kepler-1070 b,CONFIRMED,6.22161107,0.838,3.4117,165.0,1.59,1101.0,348.15,29.0,1,215.0,6277.0,4.417,-0.02,1.097,1.148,293.19537,49.316502,13.977
8956206,K02048.01,Kepler-1071 b,CONFIRMED,6.17998508,0.175,2.1094,750.5,2.12,814.0,104.06,29.0,2,217.0,5149.0,4.551,-0.02,0.791,0.811,293.05801,45.248821,15.801
9649706,K02049.01,Kepler-1072 b,CONFIRMED,1.569066598,0.097,2.7803,147.2,1.68,1849.0,2763.39,48.7,1,859.0,5821.0,4.172,0.12,1.395,1.054,292.04437,46.329029,13.93
5856571,K01839.01,Kepler-971 b,CONFIRMED,9.59068586,0.359,3.452,544.6,3.93,1087.0,329.34,40.0,2,113.0,5476.0,3.904,-0.56,1.673,0.819,284.09457,41.182819,13.237
7765528,K01840.01,Kepler-972 b,CONFIRMED,7.03932913,0.956,3.514,836.7,4.67,1060.0,298.33,48.6,2,187.0,5846.0,4.278,0.14,1.24,1.064,295.8287,43.425491,14.915
11760231,K01841.01,Kepler-973 b,CONFIRMED,49.6075771,0.764,2.9575,626.7,2.12,402.0,6.17,44.9,1,28.0,5187.0,4.592,0.0,0.774,0.858,290.16525,49.923859,13.218
7779077,K01842.01,Kepler-1770 b,CONFIRMED,16.84183355,0.688,2.6194,822.1,3.08,699.0,56.43,23.6,1,78.0,5602.0,4.404,0.1,1.009,0.941,299.25031,43.410439,14.306
6046540,K00200.01,Kepler-74 b,CONFIRMED,7.340714946,0.568,2.9987,8510.5,14.31,1155.0,421.03,856.3,1,184.0,6056.0,4.191,0.36,1.498,1.268,293.09253,41.355518,14.412
5706966,K01908.01,Kepler-333 b,CONFIRMED,12.55111099,0.519,3.1293,494.1,1.34,480.0,12.56,33.2,2,107.0,4213.0,4.669,-0.2,0.598,0.609,292.28607,40.913589,14.731
3762468,K00208.01,Kepler-493 b,CONFIRMED,3.003879547,0.338,3.2848,8538.0,10.96,1438.0,1011.87,80.8,1,354.0,6311.0,4.398,0.21,1.172,1.253,295.30753,38.881641,14.996
5706966,K01908.02,Kepler-333 c,CONFIRMED,24.0884178,0.376,3.952,387.2,1.16,386.0,5.26,21.0,2,52.0,4213.0,4.669,-0.2,0.598,0.609,292.28607,40.913589,14.731
10130039,K01909.01,Kepler-334 c,CONFIRMED,12.75800092,0.011,4.1828,187.9,1.49,822.0,107.96,41.7,3,106.0,5782.0,4.34,-0.02,1.095,0.957,287.14066,47.115189,12.776
10130039,K01909.02,Kepler-334 b,CONFIRMED,5.47033376,0.074,3.1441,112.0,1.15,1090.0,334.27,32.7,3,231.0,5782.0,4.34,-0.02,1.095,0.957,287.14066,47.115189,12.776
9518318,K01978.01,Kepler-346 b,CONFIRMED,6.51112385,0.882,1.6919,695.1,3.09,1008.0,243.67,38.4,2,209.0,6032.0,4.465,-0.02,1.001,1.065,288.0119,46.117611,15.214
9518318,K01978.02,Kepler-346 c,CONFIRMED,23.85163321,0.88,2.4453,833.7,3.37,654.0,43.19,28.6,2,54.0,6032.0,4.465,-0.02,1.001,1.065,288.0119,46.117611,15.214
7273277,K01979.01,Kepler-1035 b,CONFIRMED,2.714078374,0.868,1.3115,143.5,1.38,1301.0,675.86,36.8,1,493.0,5815.0,4.461,0.12,0.992,1.038,289.04221,42.882488,12.987
11769890,K01980.01,Kepler-1036 b,CONFIRMED,122.8799543,0.872,7.835,717.7,2.7,326.0,2.66,41.9,1,11.0,5413.0,4.51,0.0,0.861,0.875,295.18164,49.945782,13.8
6862721,K01982.01,Kepler-1781 b,CONFIRMED,4.88753111,0.147,2.034,679.6,2.45,1003.0,239.11,17.4,1,272.0,5568.0,4.499,0.44,0.957,1.053,291.71146,42.341499,15.768
12301181,K02059.01,Kepler-1076 b,CONFIRMED,6.14728341,0.188,2.7645,119.7,0.79,770.0,83.18,26.8,2,221.0,4997.0,4.598,0.0,0.746,0.806,287.59009,51.06057,12.906
9279354,K02060.01,Kepler-1788 b,CONFIRMED,2.800111267,0.806,1.0237,706.7,2.13,956.0,197.81,33.5,1,482.0,4786.0,4.579,-0.2,0.704,0.686,291.22433,45.778091,15.229
6774880,K02062.01,Kepler-1077 b,CONFIRMED,34.3511339,0.88,4.4408,599.4,2.75,576.0,26.1,28.8,1,37.0,6091.0,4.487,-0.14,0.967,1.045,291.03363,42.26786,14.998
3937519,K00221.01,Kepler-495 b,CONFIRMED,3.413036353,0.046,2.61366,3868.7,6.62,1200.0,490.24,480.7,2,398.0,5392.0,4.314,0.18,1.087,0.888,285.93069,39.098141,14.622
