kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,planet,planet_label
5980208,K02742.01,Kepler-1331 b,CONFIRMED,0.789160884,0.376,0.9268,215.1,0.91,1244.0,564.46,23.6,1,1696.0,4258.0,4.635,-0.18,0.622,0.61,297.07379,41.22448,15.031,1,confirmed
8036287,K03984.01,Kepler-1537 b,CONFIRMED,1.44445234,0.162,0.9753,200.7,2.03,1800.0,2479.44,20.9,1,925.0,5305.0,4.088,0.24,1.449,0.939,294.38538,43.82547,14.536,1,confirmed
10917681,K01963.01,,CANDIDATE,12.89623554,0.973,2.625,426.6,2.55,783.0,89.02,32.9,1,107.0,6072.0,4.51,-0.24,0.923,1.005,290.60745,48.357182,14.107,0,candidate
11187436,K01804.01,Kepler-957 b,CONFIRMED,5.90741476,0.177,1.016,5569.0,5.1,769.0,82.73,7.2,1,232.0,4963.0,4.585,-0.42,0.69,0.667,290.15634,48.818989,15.625,1,confirmed
7134626,K07818.01,,CANDIDATE,2.52443998,0.232,2.369,45.8,1.53,2145.0,4998.98,10.6,1,536.0,6461.0,3.846,-0.34,2.225,1.266,296.40149,42.651058,13.063,0,candidate
9823519,K02793.01,Kepler-1350 b,CONFIRMED,4.49686066,0.018,1.7306,1932.5,1.93,535.0,19.34,37.0,2,114.0,3698.0,4.81,-0.2,0.444,0.464,288.25058,46.679611,16.283,1,confirmed
11246161,K02796.01,,CANDIDATE,0.5374094,0.17,1.2039,94.2,0.96,2208.0,5646.82,21.9,1,1246.0,5749.0,4.457,0.14,0.988,1.02,292.87418,48.936569,14.832,0,candidate
7047824,K02806.01,Kepler-1353 b,CONFIRMED,24.7543849,0.709,3.39,593.3,2.1,491.0,13.7,18.0,1,55.0,4852.0,4.519,0.2,0.804,0.778,295.73535,42.576248,15.514,1,confirmed
11358389,K02163.02,Kepler-365 c,CONFIRMED,17.7838298,0.115,3.997,247.1,1.6,729.0,66.87,18.7,3,76.0,6014.0,4.436,-0.04,1.021,1.037,295.62659,49.130428,14.651,1,confirmed
10352333,K03991.01,,CANDIDATE,1.570592397,0.031,0.623,214.4,1.37,1480.0,1135.98,29.7,1,680.0,5519.0,4.431,-0.14,0.921,0.837,296.50354,47.486919,13.14,0,candidate
12253474,K01947.01,,CANDIDATE,6.422943288,0.198,1.0815,261.4,1.66,1034.0,269.8,30.6,1,205.0,6102.0,4.447,-0.08,1.016,1.049,288.63483,50.912231,12.335,0,candidate
3764879,K02141.01,,CANDIDATE,1.306984786,1.144,1.194,302.1,18.33,1754.0,2230.29,38.4,1,817.0,6102.0,4.457,0.0,1.026,1.099,295.77194,38.820042,14.024,0,candidate
9602613,K02612.01,Kepler-1994 b,CONFIRMED,4.61225043,0.012,2.695,29.1,0.51,1032.0,268.27,13.7,2,228.0,5495.0,4.442,0.16,0.961,0.932,297.14883,46.296951,11.83,1,confirmed
5807769,K02614.01,Kepler-1289 b,CONFIRMED,7.99022379,0.107,3.273,165.9,1.97,1113.0,361.73,17.6,1,171.0,5689.0,4.065,0.02,1.542,1.007,296.38882,41.040569,14.59,1,confirmed
6041734,K02167.03,Kepler-1129 c,CONFIRMED,76.5369531,0.327,5.574,652.2,3.73,503.0,15.15,17.7,3,16.0,5596.0,4.105,0.14,1.466,0.998,291.60449,41.309361,15.28,1,confirmed
7601665,K07842.01,,CANDIDATE,3.11141514,0.46,3.074,28.4,0.7,1530.0,1296.58,8.3,1,431.0,6450.0,4.297,-0.1,1.273,1.169,289.88666,43.233879,13.396,0,candidate
6606438,K02860.01,Kepler-1883 b,CONFIRMED,103.4269873,0.013,5.03,950.1,3.16,416.0,7.08,17.8,1,11.0,6208.0,4.454,-0.12,1.024,1.086,291.92255,42.00256,15.549,1,confirmed
9149789,K02874.01,,CANDIDATE,0.352515897,0.26,1.0525,168.2,1.0,2194.0,5534.14,38.0,1,1899.0,5465.0,4.598,-0.26,0.766,0.857,289.85889,45.503841,14.867,0,candidate
7051984,K02879.01,,CANDIDATE,0.339069751,0.958,1.1516,53.2,2.09,3653.0,41863.05,38.2,1,1971.0,5653.0,3.846,0.02,2.183,1.216,296.7019,42.508652,12.771,0,candidate
5773121,K04002.01,Kepler-1932 b,CONFIRMED,0.524175803,0.318,0.7648,236.8,1.27,1891.0,3049.23,22.4,1,1973.0,5278.0,4.576,0.14,0.815,0.911,285.33154,41.063911,15.04,1,confirmed
4814502,K04004.01,Kepler-1933 b,CONFIRMED,4.94330596,0.928,2.9334,126.2,1.41,1058.0,296.74,27.7,1,209.0,5661.0,4.415,0.1,1.008,0.964,283.99509,39.917,12.697,1,confirmed
8142787,K04005.01,Kepler-439 b,CONFIRMED,178.139072,0.042,9.654,678.8,2.25,291.0,1.7,20.3,1,8.0,5431.0,4.496,0.02,0.879,0.881,280.80157,44.033989,14.56,1,confirmed
7613620,K07843.01,,CANDIDATE,0.619023176,0.387,1.496,77.9,0.79,1885.0,2985.06,8.9,1,2110.0,5395.0,4.536,0.38,0.891,0.995,293.67114,43.217609,15.775,0,candidate
3345675,K01772.01,,CANDIDATE,120.00336404,0.78,3.3803,39596.0,15.08,240.0,0.78,131.1,1,11.0,4315.0,4.627,0.14,0.668,0.688,292.30069,38.402142,15.635,0,candidate
11075429,K02198.01,Kepler-1137 b,CONFIRMED,23.9210408,0.936,5.174,158.3,3.01,1020.0,255.65,21.9,1,45.0,7121.0,4.031,-0.12,1.972,1.521,287.13028,48.665371,12.768,1,confirmed
11705004,K02199.01,Kepler-1806 b,CONFIRMED,9.03326435,0.455,2.857,610.7,1.96,729.0,66.89,18.3,2,119.0,5311.0,4.588,-0.04,0.788,0.884,287.53503,49.801659,15.901,1,confirmed
11244682,K03933.01,Kepler-1699 b,CONFIRMED,3.490785878,0.116,1.4513,336.8,1.32,1010.0,245.65,32.7,1,384.0,5496.0,4.618,-0.46,0.725,0.81,292.13733,48.917191,14.678,1,confirmed
5895158,K03935.01,Kepler-1532 b,CONFIRMED,1.093665854,0.174,1.4399,218.4,1.29,1681.0,1880.33,33.5,1,1217.0,5845.0,4.541,-0.16,0.874,0.968,296.9028,41.198189,14.815,1,confirmed
4947556,K03936.01,,CANDIDATE,141.608555,0.399,7.685,1263.1,2.98,290.0,1.68,43.3,2,10.0,5083.0,4.512,0.22,0.844,0.844,297.57712,40.02771,13.336,0,candidate
7287028,K07832.01,,CANDIDATE,3.6092231,0.364,2.8,52.4,0.68,1192.0,477.0,4.4,1,367.0,6032.0,4.508,-0.18,0.929,1.014,293.35861,42.80666,13.534,0,candidate
8376848,K04007.01,,CANDIDATE,11.4927112,1.212,7.764,291.5,25.01,858.0,127.97,18.7,1,116.0,6198.0,4.464,-0.16,1.005,1.072,295.74899,44.37476,15.472,0,candidate
4173026,K02172.02,Kepler-1801 c,CONFIRMED,116.583183,0.586,5.8,819.0,2.91,371.0,4.47,8.7,2,9.0,5738.0,4.426,-0.06,0.981,0.936,295.164,39.201408,15.104,1,confirmed
8934103,K04009.01,Kepler-1538 b,CONFIRMED,175.13892,0.07,10.767,634.5,3.06,346.0,3.39,17.9,2,8.0,5497.0,4.243,0.32,1.241,0.981,283.3457,45.27446,15.245,1,confirmed
4947556,K03936.02,Kepler-1930 b,CONFIRMED,13.0267964,0.93,0.785,356.6,2.08,643.0,40.51,11.4,2,100.0,5083.0,4.512,0.22,0.844,0.844,297.57712,40.02771,13.336,1,confirmed
7300182,K07833.01,,CANDIDATE,172.820248,0.249,7.343,549.3,2.22,338.0,3.08,10.6,1,8.0,6174.0,4.499,-0.3,0.939,1.014,296.78555,42.880291,14.321,0,candidate
9009953,K04014.01,Kepler-1700 b,CONFIRMED,234.240739,0.944,12.925,464.1,3.41,329.0,2.77,27.7,1,6.0,5814.0,4.269,0.16,1.248,1.055,286.94971,45.353828,13.685,1,confirmed
9904006,K02135.02,,CANDIDATE,20.1890396,0.541,6.251,112.1,1.39,794.0,93.89,15.0,3,49.0,6178.0,4.269,-0.04,1.267,1.085,296.80344,46.74115,13.573,0,candidate
7679812,K03943.01,Kepler-1931 b,CONFIRMED,38.5763483,0.015,19.861,282.1,2.05,619.0,34.77,76.3,1,33.0,6167.0,4.333,0.12,1.221,1.174,290.87228,43.333,12.626,1,confirmed
7366501,K07834.01,,CANDIDATE,7.3812344,0.687,2.802,104.5,1.0,944.0,187.24,8.6,1,182.0,6072.0,4.51,-0.24,0.923,1.005,292.94757,42.904308,15.051,0,candidate
8282846,K04015.01,Kepler-1539 b,CONFIRMED,133.303247,0.063,7.342,1017.5,2.67,301.0,1.94,20.6,1,10.0,5064.0,4.474,0.18,0.864,0.811,284.21942,44.268539,15.307,1,confirmed
5938970,K04016.01,Kepler-1540 b,CONFIRMED,125.4132302,0.822,2.3241,1345.0,3.14,266.0,1.18,22.6,1,8.0,4641.0,4.557,0.16,0.747,0.734,283.34448,41.20174,14.073,1,confirmed
7375348,K00266.01,Kepler-508 b,CONFIRMED,25.30893566,0.799,5.7704,153.7,1.77,710.0,60.2,54.2,2,52.0,5949.0,4.272,0.18,1.292,1.14,295.40433,42.981422,11.472,1,confirmed
8636434,K03946.01,Kepler-1533 b,CONFIRMED,308.544422,0.022,18.503,586.8,3.28,330.0,2.81,56.8,1,5.0,6325.0,4.274,0.14,1.349,1.252,295.97556,44.713451,13.215,1,confirmed
7296438,K00364.01,,CANDIDATE,173.92851338,,2.64,,,,,,1,,,,,,,295.87231,42.881149,10.087,0,candidate
9425139,K01411.01,,CANDIDATE,305.0762469,0.695,6.255,4042.8,7.82,284.0,1.53,113.4,1,5.0,5716.0,4.348,0.4,1.155,1.083,298.99509,45.909512,13.377,0,candidate
7810483,K01943.01,Kepler-1676 b,CONFIRMED,29.92208104,0.38,2.7716,345.3,3.09,782.0,88.52,37.6,1,44.0,6127.0,4.055,-0.12,1.637,1.109,287.23676,43.567211,13.377,1,confirmed
9904006,K02135.03,Kepler-361 b,CONFIRMED,8.48651582,0.009,5.267,110.8,1.34,1060.0,298.03,21.1,3,124.0,6178.0,4.269,-0.04,1.267,1.085,296.80344,46.74115,13.573,1,confirmed
7367164,K07835.01,,CANDIDATE,3.76565247,0.535,1.557,92.4,0.87,1108.0,356.3,9.1,1,353.0,5815.0,4.54,-0.12,0.877,0.973,293.13828,42.965141,14.688,0,candidate
7671950,K07846.01,,CANDIDATE,10.5994606,0.671,9.484,128.8,1.28,896.0,152.67,11.2,1,109.0,6194.0,4.445,0.07,1.069,1.161,287.81284,43.362549,15.284,0,candidate
8081187,K01951.01,Kepler-1025 b,CONFIRMED,37.3228722,0.608,7.2146,307.5,35.34,1654.0,1769.88,42.6,1,39.0,4907.0,2.41,0.21,19.53,3.573,284.51019,43.961658,13.573,1,confirmed
12061969,K02061.01,Kepler-2001 c,CONFIRMED,14.092583189,0.586,4.1536,530.4,1.82,597.0,30.1,17.8,2,94.0,5081.0,4.596,0.12,0.77,0.864,291.65952,50.583881,15.753,1,confirmed
9084778,K01631.01,,CANDIDATE,0.592243731,0.986,1.386,3992.4,6.77,1551.0,1361.22,303.8,1,2264.0,4920.0,4.664,-0.96,0.591,0.588,290.28094,45.46426,15.653,0,candidate
7747103,K07847.01,,CANDIDATE,399.37587,0.556,21.25,552.2,3.93,326.0,2.66,11.9,1,3.0,6098.0,4.069,-0.06,1.618,1.119,289.7308,43.497368,13.281,0,candidate
6342333,K02065.01,Kepler-1789 b,CONFIRMED,80.2321467,0.911,4.656,888.7,3.24,380.0,4.91,24.9,1,12.0,5436.0,4.505,0.12,0.888,0.92,282.86319,41.79668,14.32,1,confirmed
10674871,K02068.01,,CANDIDATE,41.88970036,1.285,1.35,1304.4,32.16,515.0,16.66,20.9,1,24.0,5952.0,4.519,-0.18,0.907,0.989,295.46463,47.90807,14.74,0,candidate
10404582,K02147.02,Kepler-362 b,CONFIRMED,10.32736351,0.754,1.889,126.9,1.25,838.0,116.56,9.7,2,133.0,5757.0,4.431,0.14,1.017,1.016,291.77164,47.5299,14.5,1,confirmed
4570949,K01658.01,Kepler-76 b,CONFIRMED,1.544928892,0.918,1.43586,5817.3,13.43,1997.0,3765.46,1109.7,1,692.0,6309.0,4.199,-0.1,1.412,1.15,294.19211,39.618999,13.308,1,confirmed
11518201,K03104.01,,CANDIDATE,1.236866732,0.982,1.242,187.2,1.75,1569.0,1439.3,14.2,1,1076.0,5621.0,4.514,-0.06,0.879,0.921,296.68945,49.44677,15.388,0,candidate
11497958,K01422.05,Kepler-296 e,CONFIRMED,34.1420506,0.105,2.945,788.0,1.06,248.0,0.89,13.3,5,31.0,3526.0,4.866,-0.08,0.383,0.394,286.54001,49.437328,15.921,1,confirmed
9758032,K03137.01,,CANDIDATE,1.332035996,0.137,1.391,136.8,0.85,1365.0,823.09,12.6,1,998.0,5376.0,4.616,-0.34,0.73,0.811,285.20944,46.540909,15.682,0,candidate
6444896,K03138.01,Kepler-1649 b,CONFIRMED,8.68910764,0.049,1.1627,1679.0,0.49,211.0,0.47,9.6,2,91.0,2703.0,5.274,0.0,0.118,0.096,292.50378,41.830421,17.131,1,confirmed
11442793,K00351.05,Kepler-90 c,CONFIRMED,8.71980135,0.343,3.7454,160.4,1.53,987.0,224.47,22.7,7,111.0,5970.0,4.317,0.1,1.2,1.089,284.4335,49.305161,13.804,1,confirmed
11442793,K00351.06,Kepler-90 b,CONFIRMED,7.00821787,0.156,3.812,116.4,1.29,1062.0,300.58,19.2,7,154.0,5970.0,4.317,0.1,1.2,1.089,284.4335,49.305161,13.804,1,confirmed
6974658,K02925.01,,CANDIDATE,0.716531851,0.887,0.655,78.9,1.11,2034.0,4063.57,17.9,1,1868.0,5552.0,4.349,-0.06,1.03,0.863,298.29819,42.434368,13.458,0,candidate
9634821,K02037.02,,CANDIDATE,5.47715718,0.244,1.3849,568.4,2.17,892.0,149.23,16.7,3,207.0,5029.0,4.429,0.48,0.93,0.847,284.34274,46.316551,15.213,0,candidate
9602613,K02612.02,,CANDIDATE,7.57299816,0.411,2.645,30.2,0.53,875.0,138.36,10.9,2,128.0,5495.0,4.442,0.16,0.961,0.932,297.14883,46.296951,11.83,0,candidate
9758089,K01871.02,Kepler-1996 b,CONFIRMED,32.376183,0.896,4.4639,745.4,2.26,392.0,5.61,34.2,2,39.0,4580.0,4.641,0.08,0.675,0.748,285.25366,46.582191,14.897,1,confirmed
10005758,K01783.02,Kepler-1662 c,CONFIRMED,284.063137,0.888,8.297,1628.1,6.36,321.0,2.51,53.5,2,5.0,5791.0,4.185,0.02,1.336,0.996,289.34143,46.988239,13.929,1,confirmed
10904004,K02957.01,,CANDIDATE,4.64490141,0.058,2.456,106.4,0.76,832.0,113.62,11.7,1,289.0,4786.0,4.54,0.12,0.77,0.751,282.34305,48.340778,14.48,0,candidate
12405333,K03009.01,Kepler-1409 b,CONFIRMED,0.764863517,0.235,1.16,150.2,1.04,1733.0,2145.14,13.6,1,1751.0,5231.0,4.476,0.0,0.86,0.808,290.08478,51.208599,15.168,1,confirmed
2715695,K03077.01,Kepler-1899 b,CONFIRMED,4.09578199,0.752,1.704,405.5,1.64,851.0,124.3,11.9,2,298.0,4791.0,4.577,0.07,0.742,0.759,292.03348,37.974548,15.958,1,confirmed
11442793,K00351.04,Kepler-90 e,CONFIRMED,91.9401253,0.025,9.195,482.9,2.62,450.0,9.71,34.4,7,12.0,5970.0,4.317,0.1,1.2,1.089,284.4335,49.305161,13.804,1,confirmed
12352520,K03094.01,Kepler-1904 b,CONFIRMED,4.5770016,0.327,0.949,710.0,1.33,567.0,24.38,18.0,1,287.0,3805.0,4.767,-0.1,0.497,0.526,288.87436,51.154121,15.737,1,confirmed
7455981,K03096.01,Kepler-1425 b,CONFIRMED,14.4540329,0.522,7.183,79.7,0.72,676.0,49.51,17.2,1,95.0,5559.0,4.496,-0.64,0.79,0.714,294.95102,43.012428,13.572,1,confirmed
9605552,K03102.01,,CANDIDATE,9.3210841,0.0815,1.81,294.2,0.61,394.0,5.67,6.1,1,,3773.0,4.925,-0.8,0.35,0.376,297.96048,46.227921,15.983,0,candidate
5474613,K01599.02,Kepler-1659 b,CONFIRMED,13.6164547,1.19,5.175,376.1,22.29,755.0,76.81,22.6,2,98.0,5823.0,4.472,0.06,0.972,1.02,298.37384,40.61842,14.802,1,confirmed
9823519,K02793.02,Kepler-1350 c,CONFIRMED,1.766789509,0.066,1.3345,1009.8,1.4,730.0,66.95,26.7,2,273.0,3698.0,4.81,-0.2,0.444,0.464,288.25058,46.679611,16.283,1,confirmed
2715695,K03077.02,,CANDIDATE,7.55842923,0.619,2.91,361.1,1.46,694.0,54.85,10.3,2,155.0,4791.0,4.577,0.07,0.742,0.759,292.03348,37.974548,15.958,0,candidate
10587105,K00339.03,Kepler-529 d,CONFIRMED,35.8656484,0.963,8.035,250.9,2.44,633.0,37.92,26.2,3,30.0,6078.0,4.29,-0.16,1.189,1.005,285.88837,47.880379,13.763,1,confirmed
8558011,K00577.02,Kepler-607 b,CONFIRMED,0.638162933,0.092,1.2313,109.7,0.91,1874.0,2928.31,17.6,2,988.0,5244.0,4.449,0.02,0.888,0.808,291.05722,44.632381,14.405,1,confirmed
5283728,K05149.01,,CANDIDATE,43.681309,0.257,12.37,258.0,1.33,473.0,11.86,9.8,1,23.0,5726.0,4.564,-0.22,0.829,0.923,294.27399,40.462078,15.649,0,candidate
5374838,K05155.01,,CANDIDATE,230.180357,0.102,13.436,3689.3,7.57,347.0,3.41,64.0,1,5.0,6313.0,4.364,0.36,1.246,1.31,295.21255,40.516911,15.469,0,candidate
6366559,K05274.01,,CANDIDATE,55.7583803,0.01,2.497,132.7,1.59,537.0,19.6,9.0,1,25.0,5413.0,4.107,0.1,1.403,0.918,292.633,41.749222,12.746,0,candidate
6367663,K05275.01,,CANDIDATE,3.781123,0.004,8.15,90.4,1.16,1421.0,962.72,9.0,1,46.0,6318.0,4.247,-0.52,1.216,0.951,292.99493,41.712749,14.531,0,candidate
6368905,K05276.01,,CANDIDATE,220.720142,0.113,8.186,862.5,2.0,235.0,0.72,12.0,1,5.0,5150.0,4.634,-0.34,0.696,0.77,293.36475,41.788891,15.827,0,candidate
6372194,K05278.01,,CANDIDATE,281.5921577,0.641,5.673,9312.0,7.22,225.0,0.61,76.0,1,4.0,5330.0,4.627,-0.38,0.713,0.797,294.33594,41.747532,15.87,0,candidate
6387557,K05279.01,,CANDIDATE,103.722152,0.017,6.061,296.9,1.95,414.0,6.92,9.4,1,14.0,5784.0,4.33,0.14,1.143,1.019,298.11356,41.712749,14.775,0,candidate
5294945,K03463.01,,CANDIDATE,32.5474295,0.709,6.945,157.1,1.42,618.0,34.42,11.3,1,42.0,6068.0,4.384,-0.18,1.061,0.995,296.87976,40.45536,14.564,0,candidate
7742408,K03478.01,Kepler-1697 b,CONFIRMED,33.4969115,0.961,4.833,163.5,2.97,630.0,37.3,13.2,1,40.0,4928.0,3.966,0.48,1.688,0.962,287.66339,43.471451,13.354,1,confirmed
3968809,K05030.01,,CANDIDATE,411.8969,0.4026,6.203,502.8,2.61,279.0,1.43,8.5,1,,6362.0,4.408,0.07,1.144,1.221,295.18872,39.01865,14.452,0,candidate
3974928,K05033.01,,CANDIDATE,127.671711,0.2999,2.637,450.1,5.52,519.0,17.13,8.0,1,,4985.0,3.534,-0.32,2.633,0.865,296.35797,39.078579,13.832,0,candidate
4063943,K05035.01,,CANDIDATE,115.23145073,,2.01,,,,,,1,,,,,,,293.29913,39.188389,15.879,0,candidate
4071638,K05037.01,,CANDIDATE,349.58811,0.1899,5.052,373.3,134.79,1351.0,787.87,11.6,1,,3860.0,0.949,-0.16,74.32,1.792,295.16342,39.180187,12.989,0,candidate
5390913,K05156.01,,CANDIDATE,1.680254289,0.7314,12.585,51633.0,30.88,1996.0,3753.6,178.7,1,,6423.0,4.121,-1.72,1.246,0.747,298.7175,40.541969,12.075,0,candidate
5394585,K05158.01,,CANDIDATE,151.13008,0.0529,3.49,358.0,4.41,578.0,26.4,4.6,1,,6768.0,3.844,-0.38,2.302,1.349,299.38071,40.535671,11.867,0,candidate
5425643,K05160.01,,CANDIDATE,258.63797782,,7.11,,,,,,1,,,,,,,282.9101,40.646519,15.594,0,candidate
5428199,K05162.01,,CANDIDATE,628.15844,0.2733,12.144,502.3,0.95,101.0,0.03,14.7,1,,3697.0,4.829,-0.3,0.423,0.441,284.19696,40.641251,13.347,0,candidate
6425377,K05281.01,,CANDIDATE,263.90141,0.9585,4.303,807.1,23.91,562.0,23.6,11.0,1,,5094.0,3.126,-0.1,6.247,1.902,284.98364,41.881351,13.485,0,candidate
6442735,K05283.01,,CANDIDATE,18.7821603,0.1986,5.573,77.2,0.83,681.0,50.97,9.8,1,68.0,5919.0,4.488,-0.12,0.94,0.991,291.76413,41.86013,14.043,0,candidate
6443093,K05284.01,,CANDIDATE,389.316341,1.202,5.49,2599.8,27.61,245.0,0.86,34.7,1,3.0,5731.0,4.44,-0.1,0.958,0.921,291.89035,41.816818,14.57,0,candidate
6509282,K05287.01,,CANDIDATE,3.98916186,0.08,1.913,318.0,28.1,3293.0,27838.74,16.3,1,259.0,4998.0,2.524,0.07,16.187,3.192,287.33041,41.974899,13.56,0,candidate
8231667,K03494.01,Kepler-1926 b,CONFIRMED,42.8774169,0.02,1.991,1068.8,2.67,451.0,9.8,14.8,1,27.0,5256.0,4.483,-0.16,0.832,0.768,291.19882,44.166241,15.654,1,confirmed
6697817,K03508.01,,CANDIDATE,190.800788,0.066,8.082,287.6,1.67,321.0,2.51,13.0,1,8.0,5993.0,4.489,0.07,0.986,1.093,293.62357,42.129639,14.322,0,candidate
5437945,K03791.02,Kepler-460 c,CONFIRMED,220.142913,0.023,19.528,1796.4,5.94,389.0,5.4,121.2,2,7.0,6340.0,4.163,-0.38,1.393,1.031,288.47485,40.65136,13.771,1,confirmed
4135912,K05040.01,,CANDIDATE,29.6094263,0.719,2.71,224.9,2.87,789.0,91.56,10.8,1,42.0,6079.0,4.059,0.18,1.783,1.329,284.66583,39.252041,14.385,0,candidate
4150972,K05044.01,,CANDIDATE,161.537665,0.2175,2.65,101.8,1.37,400.0,6.04,5.9,1,,6033.0,4.218,0.07,1.358,1.111,289.8313,39.278,12.426,0,candidate
5436455,K05164.01,,CANDIDATE,209.967521,0.2723,2.585,120.0,1.16,344.0,3.29,7.1,1,,6437.0,4.439,-0.32,1.042,1.085,287.87424,40.630409,12.489,0,candidate
5439000,K05165.01,,CANDIDATE,369.73011,0.1236,14.27,274.8,1.66,274.0,1.34,9.6,1,,6283.0,4.453,-0.3,0.999,1.025,288.85123,40.692589,13.976,0,candidate
5443320,K05169.01,,CANDIDATE,21.3684341,0.063,1.18,492.8,1.72,551.0,21.86,9.7,1,61.0,5204.0,4.515,-0.26,0.786,0.736,290.20547,40.66993,15.47,0,candidate
6511182,K05288.01,,CANDIDATE,29.5632952,0.154,1.562,532.8,1.9,527.0,18.23,10.4,1,44.0,5595.0,4.562,-0.12,0.828,0.913,288.12735,41.952801,15.684,0,candidate
6517064,K05289.01,,CANDIDATE,181.81214,0.3694,16.164,474.6,2.04,324.0,2.6,21.3,1,,6060.0,4.509,-0.22,0.925,1.008,290.15829,41.98978,14.94,0,candidate
6517200,K05290.01,,CANDIDATE,435.50635,0.1452,34.16,553.8,2.06,225.0,0.61,8.2,1,,5750.0,4.538,-0.04,0.882,0.98,290.20068,41.946289,15.667,0,candidate
6517255,K05291.01,,CANDIDATE,525.560452,0.0878,2.327,1196.0,12.74,359.0,3.92,10.9,1,,4954.0,3.408,0.04,3.796,1.343,290.21606,41.954571,13.795,0,candidate
1164301,K04921.01,,CANDIDATE,95.688682,0.5497,6.465,453.8,28.41,1046.0,283.07,9.8,1,,5040.0,2.681,0.07,13.056,2.981,291.69196,36.881409,13.933,0,candidate
1429589,K04923.01,,CANDIDATE,38.168652,0.0283,5.086,90.6,1.4,696.0,55.36,8.3,1,34.0,6164.0,4.117,-0.28,1.465,1.026,290.75626,37.089809,13.195,0,candidate
1865864,K04926.01,,CANDIDATE,69.089357,0.051,6.207,475.1,1.47,332.0,2.87,8.6,1,20.0,4848.0,4.581,-0.28,0.698,0.679,290.87305,37.362179,15.572,0,candidate
1873513,K04928.01,Kepler-1624 b,CONFIRMED,3.290304098,0.09,1.7215,13552.6,4.91,540.0,20.06,220.5,1,85.0,3386.0,4.81,0.48,0.427,0.43,292.57986,37.376411,15.669,1,confirmed
4164511,K05046.01,,CANDIDATE,40.9882124,0.2697,3.599,145.8,1.44,657.0,43.98,11.3,1,,6705.0,4.328,-0.54,1.174,1.068,293.24701,39.236691,13.006,0,candidate
4241238,K05048.01,,CANDIDATE,138.333748,0.4579,2.391,603.6,6.28,488.0,13.45,8.4,1,,4948.0,3.588,-0.18,2.547,0.916,284.63876,39.355179,13.419,0,candidate
5524229,K05174.01,,CANDIDATE,22.4932751,0.1313,3.172,152.0,6.04,1183.0,463.56,11.2,1,59.0,5186.0,3.273,-0.36,4.98,1.699,288.87198,40.767059,11.4,0,candidate
5529385,K05176.01,,CANDIDATE,215.732414,0.4046,1.915,208.2,1.26,292.0,1.72,7.3,1,,5790.0,4.479,-0.52,0.856,0.804,290.43491,40.777241,13.372,0,candidate
5551240,K05178.01,Kepler-1626 b,CONFIRMED,4.13960513,0.344,3.31,106.7,1.24,1352.0,789.48,11.6,1,327.0,6535.0,4.373,-0.1,1.181,1.202,296.50043,40.72123,14.275,1,confirmed
6543192,K05297.01,,CANDIDATE,8.0906952,0.151,2.648,82.4,0.8,811.0,102.43,8.1,1,167.0,5374.0,4.495,0.22,0.902,0.928,297.42578,41.932991,14.441,0,candidate
6594945,K05300.01,,CANDIDATE,188.954072,0.014,14.17,166.5,2.46,468.0,11.36,10.9,1,4.0,6392.0,3.967,-0.2,1.899,1.219,288.28122,42.072079,13.039,0,candidate
2019199,K04931.01,,CANDIDATE,579.81521,0.8425,5.43,607.0,2.71,218.0,0.53,7.9,1,,5822.0,4.449,-0.08,0.969,0.962,292.48621,37.404339,14.473,0,candidate
2158460,K04932.01,,CANDIDATE,19.12788374,,2.0,,,,,,1,,,,,,,291.06418,37.535751,15.892,0,candidate
4346339,K05057.01,,CANDIDATE,493.74242,0.2377,5.685,506.1,7.15,358.0,3.9,12.4,1,,5015.0,3.429,-0.24,3.243,1.031,285.34329,39.413849,12.518,0,candidate
6634112,K05308.01,,CANDIDATE,9.942228056,0.93,2.45451,31067.9,22.15,740.0,70.93,1073.3,1,134.0,5268.0,4.475,-0.14,0.843,0.775,298.64252,42.092831,14.099,0,candidate
6675757,K05310.01,,CANDIDATE,22.2903562,0.028,1.623,130.4,1.13,632.0,37.67,8.1,1,63.0,5597.0,4.418,0.14,1.0,0.956,286.52942,42.167511,13.993,0,candidate
2310993,K04938.01,,CANDIDATE,55.180772,0.306,9.791,474.6,2.37,531.0,18.79,11.5,1,20.0,6306.0,4.426,-0.1,1.076,1.126,293.22018,37.610699,15.551,0,candidate
2437653,K04940.01,,CANDIDATE,84.6405853,0.2541,2.657,784.0,1.72,271.0,1.27,8.2,1,,4386.0,4.629,-0.26,0.63,0.616,290.24103,37.785221,15.16,0,candidate
2555080,K04943.01,,CANDIDATE,15.2024426,0.324,8.11,834.0,113.97,2955.0,18026.22,4.0,1,,3984.0,1.461,0.2,41.367,1.803,286.0947,37.846722,13.297,0,candidate
4471313,K05066.01,,CANDIDATE,110.089267,0.2852,1.575,1018.0,2.4,322.0,2.54,5.6,1,,5465.0,4.6,-0.34,0.75,0.817,293.51175,39.528271,15.792,0,candidate
